,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price,Consumer Price Index
10647,2016-12-01,Sulphate of Ammonia (21%),255.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10649,2016-12-01,Compound 10-5-25,465.6797223599405,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10650,2016-12-01,Compound 13-6-20,381.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10651,2016-12-01,Compound 15-3-20,465.6797223599405,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10653,2016-12-01,Compound 24-2.2-4.5,304.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10654,2016-12-01,Compound 19-0-15,319.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10655,2016-12-01,Compound 25-4-0,328.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.040462519
10656,2017-01-01,Calcium Ammonium Nitrate (27.5% N),231.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10657,2017-01-01,Urea (46% N),325.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10659,2017-01-01,Muriate of Potash (50% K),370.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10660,2017-01-01,Compound 0-10-20,361.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10661,2017-01-01,Compound 0-7-30,367.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10662,2017-01-01,Compound 7-6-17,459.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10663,2017-01-01,Compound 10-10-20,374.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10664,2017-01-01,Compound 14-7-14,350.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10665,2017-01-01,Compound 18-6-12,334.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10666,2017-01-01,Compound 24-2.5-10,341.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10667,2017-01-01,Compound 27-2.5-5,332.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10669,2017-01-01,Compound 8-5-18,357.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10670,2017-01-01,Compound 20-4-10,321.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10671,2017-01-01,Sulphate of Ammonia (21%),259.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10673,2017-01-01,Compound 10-5-25,465.6797223599405,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10674,2017-01-01,Compound 13-6-20,381.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10675,2017-01-01,Compound 15-3-20,465.6797223599405,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10677,2017-01-01,Compound 24-2.2-4.5,308.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10678,2017-01-01,Compound 19-0-15,321.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10679,2017-01-01,Compound 25-4-0,329.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.081172137
10680,2017-02-01,Calcium Ammonium Nitrate (27.5% N),246.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10681,2017-02-01,Urea (46% N),345.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10683,2017-02-01,Muriate of Potash (50% K),362.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10684,2017-02-01,Compound 0-10-20,359.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10685,2017-02-01,Compound 0-7-30,357.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10686,2017-02-01,Compound 7-6-17,450.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10687,2017-02-01,Compound 10-10-20,380.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10688,2017-02-01,Compound 14-7-14,356.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10689,2017-02-01,Compound 18-6-12,343.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10690,2017-02-01,Compound 24-2.5-10,351.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10691,2017-02-01,Compound 27-2.5-5,343.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10693,2017-02-01,Compound 8-5-18,353.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10694,2017-02-01,Compound 20-4-10,335.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10695,2017-02-01,Sulphate of Ammonia (21%),265.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10697,2017-02-01,Compound 10-5-25,357.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10698,2017-02-01,Compound 13-6-20,364.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10699,2017-02-01,Compound 15-3-20,338.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10701,2017-02-01,Compound 24-2.2-4.5,313.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10702,2017-02-01,Compound 19-0-15,320.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10703,2017-02-01,Compound 25-4-0,335.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.08924041
10704,2017-03-01,Calcium Ammonium Nitrate (27.5% N),257.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10705,2017-03-01,Urea (46% N),359.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10707,2017-03-01,Muriate of Potash (50% K),366.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10708,2017-03-01,Compound 0-10-20,363.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10709,2017-03-01,Compound 0-7-30,361.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10710,2017-03-01,Compound 7-6-17,452.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10711,2017-03-01,Compound 10-10-20,390.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10712,2017-03-01,Compound 14-7-14,362.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10713,2017-03-01,Compound 18-6-12,353.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10714,2017-03-01,Compound 24-2.5-10,363.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10715,2017-03-01,Compound 27-2.5-5,353.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10717,2017-03-01,Compound 8-5-18,357.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10718,2017-03-01,Compound 20-4-10,341.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10719,2017-03-01,Sulphate of Ammonia (21%),286.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10721,2017-03-01,Compound 10-5-25,364.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10722,2017-03-01,Compound 13-6-20,367.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10723,2017-03-01,Compound 15-3-20,348.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10725,2017-03-01,Compound 24-2.2-4.5,322.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10726,2017-03-01,Compound 19-0-15,323.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10727,2017-03-01,Compound 25-4-0,345.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.048689115
10728,2017-04-01,Calcium Ammonium Nitrate (27.5% N),260.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10729,2017-04-01,Urea (46% N),359.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10731,2017-04-01,Muriate of Potash (50% K),366.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10732,2017-04-01,Compound 0-10-20,359.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10733,2017-04-01,Compound 0-7-30,362.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10734,2017-04-01,Compound 7-6-17,451.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10735,2017-04-01,Compound 10-10-20,395.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10736,2017-04-01,Compound 14-7-14,367.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10737,2017-04-01,Compound 18-6-12,357.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10738,2017-04-01,Compound 24-2.5-10,365.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10739,2017-04-01,Compound 27-2.5-5,356.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10741,2017-04-01,Compound 8-5-18,366.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10742,2017-04-01,Compound 20-4-10,343.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10743,2017-04-01,Sulphate of Ammonia (21%),286.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10745,2017-04-01,Compound 10-5-25,364.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10746,2017-04-01,Compound 13-6-20,367.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10747,2017-04-01,Compound 15-3-20,348.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10749,2017-04-01,Compound 24-2.2-4.5,319.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10750,2017-04-01,Compound 19-0-15,324.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10751,2017-04-01,Compound 25-4-0,345.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.044486843
10752,2017-05-01,Calcium Ammonium Nitrate (27.5% N),253.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10753,2017-05-01,Urea (46% N),355.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10755,2017-05-01,Muriate of Potash (50% K),364.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10756,2017-05-01,Compound 0-10-20,356.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10757,2017-05-01,Compound 0-7-30,360.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10758,2017-05-01,Compound 7-6-17,450.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10759,2017-05-01,Compound 10-10-20,391.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10760,2017-05-01,Compound 14-7-14,365.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10761,2017-05-01,Compound 18-6-12,352.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10762,2017-05-01,Compound 24-2.5-10,360.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10763,2017-05-01,Compound 27-2.5-5,351.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10765,2017-05-01,Compound 8-5-18,365.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10766,2017-05-01,Compound 20-4-10,337.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10767,2017-05-01,Sulphate of Ammonia (21%),283.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10769,2017-05-01,Compound 10-5-25,361.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10770,2017-05-01,Compound 13-6-20,465.6797223599405,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10771,2017-05-01,Compound 15-3-20,346.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10773,2017-05-01,Compound 24-2.2-4.5,312.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10774,2017-05-01,Compound 19-0-15,315.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10775,2017-05-01,Compound 25-4-0,331.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.035364162
10776,2017-06-01,Calcium Ammonium Nitrate (27.5% N),238.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10777,2017-06-01,Urea (46% N),346.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10779,2017-06-01,Muriate of Potash (50% K),367.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10780,2017-06-01,Compound 0-10-20,354.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10781,2017-06-01,Compound 0-7-30,359.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10782,2017-06-01,Compound 7-6-17,446.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10783,2017-06-01,Compound 10-10-20,381.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10784,2017-06-01,Compound 14-7-14,356.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10785,2017-06-01,Compound 18-6-12,342.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10786,2017-06-01,Compound 24-2.5-10,349.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10787,2017-06-01,Compound 27-2.5-5,340.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10789,2017-06-01,Compound 8-5-18,363.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10790,2017-06-01,Compound 20-4-10,336.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10791,2017-06-01,Sulphate of Ammonia (21%),275.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10793,2017-06-01,Compound 10-5-25,363.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10794,2017-06-01,Compound 13-6-20,465.6797223599405,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10795,2017-06-01,Compound 15-3-20,343.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10797,2017-06-01,Compound 24-2.2-4.5,308.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10798,2017-06-01,Compound 19-0-15,312.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10799,2017-06-01,Compound 25-4-0,324.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998
10800,2017-07-01,Calcium Ammonium Nitrate (27.5% N),229.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10801,2017-07-01,Urea (46% N),348.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10803,2017-07-01,Muriate of Potash (50% K),365.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10804,2017-07-01,Compound 0-10-20,358.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10805,2017-07-01,Compound 0-7-30,363.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10806,2017-07-01,Compound 7-6-17,443.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10807,2017-07-01,Compound 10-10-20,375.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10808,2017-07-01,Compound 14-7-14,348.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10809,2017-07-01,Compound 18-6-12,335.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10810,2017-07-01,Compound 24-2.5-10,342.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10811,2017-07-01,Compound 27-2.5-5,334.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10813,2017-07-01,Compound 8-5-18,355.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10814,2017-07-01,Compound 20-4-10,326.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10815,2017-07-01,Sulphate of Ammonia (21%),265.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10817,2017-07-01,Compound 10-5-25,354.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10818,2017-07-01,Compound 13-6-20,465.6797223599405,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10819,2017-07-01,Compound 15-3-20,334.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10821,2017-07-01,Compound 24-2.2-4.5,296.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10822,2017-07-01,Compound 19-0-15,304.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10823,2017-07-01,Compound 25-4-0,315.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.094832271
10824,2017-08-01,Calcium Ammonium Nitrate (27.5% N),225.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10825,2017-08-01,Urea (46% N),347.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10827,2017-08-01,Muriate of Potash (50% K),363.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10828,2017-08-01,Compound 0-10-20,359.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10829,2017-08-01,Compound 0-7-30,364.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10830,2017-08-01,Compound 7-6-17,443.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10831,2017-08-01,Compound 10-10-20,373.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10832,2017-08-01,Compound 14-7-14,346.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10833,2017-08-01,Compound 18-6-12,333.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10834,2017-08-01,Compound 24-2.5-10,339.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10835,2017-08-01,Compound 27-2.5-5,331.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10837,2017-08-01,Compound 8-5-18,355.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10838,2017-08-01,Compound 20-4-10,323.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10839,2017-08-01,Sulphate of Ammonia (21%),260.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10841,2017-08-01,Compound 10-5-25,351.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10842,2017-08-01,Compound 13-6-20,465.6797223599405,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10843,2017-08-01,Compound 15-3-20,334.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10845,2017-08-01,Compound 24-2.2-4.5,289.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10846,2017-08-01,Compound 19-0-15,300.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10847,2017-08-01,Compound 25-4-0,313.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.049003634
10848,2017-09-01,Calcium Ammonium Nitrate (27.5% N),227.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10849,2017-09-01,Urea (46% N),347.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10851,2017-09-01,Muriate of Potash (50% K),365.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10852,2017-09-01,Compound 0-10-20,359.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10853,2017-09-01,Compound 0-7-30,363.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10854,2017-09-01,Compound 7-6-17,447.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10855,2017-09-01,Compound 10-10-20,374.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10856,2017-09-01,Compound 14-7-14,348.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10857,2017-09-01,Compound 18-6-12,335.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10858,2017-09-01,Compound 24-2.5-10,341.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10859,2017-09-01,Compound 27-2.5-5,333.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10861,2017-09-01,Compound 8-5-18,360.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10862,2017-09-01,Compound 20-4-10,324.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10863,2017-09-01,Sulphate of Ammonia (21%),264.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10865,2017-09-01,Compound 10-5-25,465.6797223599405,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10866,2017-09-01,Compound 13-6-20,465.6797223599405,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10867,2017-09-01,Compound 15-3-20,342.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10869,2017-09-01,Compound 24-2.2-4.5,290.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10870,2017-09-01,Compound 19-0-15,298.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10871,2017-09-01,Compound 25-4-0,315.0,2017-09,9,2017,71.34,183.81,0.426,2.48,180.87,0.028754652
10872,2017-10-01,Calcium Ammonium Nitrate (27.5% N),234.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10873,2017-10-01,Urea (46% N),349.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10875,2017-10-01,Muriate of Potash (50% K),366.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10876,2017-10-01,Compound 0-10-20,362.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10877,2017-10-01,Compound 0-7-30,363.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10878,2017-10-01,Compound 7-6-17,450.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10879,2017-10-01,Compound 10-10-20,379.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10880,2017-10-01,Compound 14-7-14,355.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10881,2017-10-01,Compound 18-6-12,340.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10882,2017-10-01,Compound 24-2.5-10,347.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10883,2017-10-01,Compound 27-2.5-5,338.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10885,2017-10-01,Compound 8-5-18,368.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10886,2017-10-01,Compound 20-4-10,333.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10887,2017-10-01,Sulphate of Ammonia (21%),270.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10889,2017-10-01,Compound 10-5-25,465.6797223599405,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10890,2017-10-01,Compound 13-6-20,465.6797223599405,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10891,2017-10-01,Compound 15-3-20,354.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10893,2017-10-01,Compound 24-2.2-4.5,301.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10894,2017-10-01,Compound 19-0-15,305.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10895,2017-10-01,Compound 25-4-0,323.0,2017-10,10,2017,68.05,214.78,0.438,2.43,183.31,0.07619917
10896,2017-11-01,Calcium Ammonium Nitrate (27.5% N),236.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10897,2017-11-01,Urea (46% N),349.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10899,2017-11-01,Muriate of Potash (50% K),365.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10900,2017-11-01,Compound 0-10-20,362.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10901,2017-11-01,Compound 0-7-30,363.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10902,2017-11-01,Compound 7-6-17,450.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10903,2017-11-01,Compound 10-10-20,380.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10904,2017-11-01,Compound 14-7-14,361.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10905,2017-11-01,Compound 18-6-12,341.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10906,2017-11-01,Compound 24-2.5-10,350.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10907,2017-11-01,Compound 27-2.5-5,340.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10909,2017-11-01,Compound 8-5-18,371.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10910,2017-11-01,Compound 20-4-10,332.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10911,2017-11-01,Sulphate of Ammonia (21%),267.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10913,2017-11-01,Compound 10-5-25,465.6797223599405,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10914,2017-11-01,Compound 13-6-20,465.6797223599405,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10915,2017-11-01,Compound 15-3-20,358.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
10917,2017-11-01,Compound 24-2.2-4.5,303.0,2017-11,11,2017,68.23,238.82,0.441,2.55,183.8,0.183915059
