,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price,Consumer Price Index
11442,2019-09-01,Compound 13-6-20,402.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24,-0.030457775
11443,2019-09-01,Compound 15-3-20,377.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24,-0.030457775
11445,2019-09-01,Compound 24-2.2-4.5,344.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24,-0.030457775
11446,2019-09-01,Compound 19-0-15,353.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24,-0.030457775
11447,2019-09-01,Compound 25-4-0,358.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24,-0.030457775
11448,2019-10-01,Calcium Ammonium Nitrate (27.5% N),275.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11449,2019-10-01,Urea (46% N),369.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11451,2019-10-01,Muriate of Potash (50% K),388.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11452,2019-10-01,Compound 0-10-20,383.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11453,2019-10-01,Compound 0-7-30,386.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11454,2019-10-01,Compound 7-6-17,471.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11455,2019-10-01,Compound 10-10-20,411.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11456,2019-10-01,Compound 14-7-14,391.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11457,2019-10-01,Compound 18-6-12,379.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11458,2019-10-01,Compound 24-2.5-10,388.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11459,2019-10-01,Compound 27-2.5-5,380.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11461,2019-10-01,Compound 8-5-18,465.6797223599405,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11462,2019-10-01,Compound 20-4-10,368.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11463,2019-10-01,Sulphate of Ammonia (21%),465.6797223599405,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11465,2019-10-01,Compound 10-5-25,388.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11466,2019-10-01,Compound 13-6-20,398.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11467,2019-10-01,Compound 15-3-20,377.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11469,2019-10-01,Compound 24-2.2-4.5,344.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11470,2019-10-01,Compound 19-0-15,353.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11471,2019-10-01,Compound 25-4-0,358.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21,0.02373016
11472,2019-11-01,Calcium Ammonium Nitrate (27.5% N),274.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11473,2019-11-01,Urea (46% N),367.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11475,2019-11-01,Muriate of Potash (50% K),386.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11476,2019-11-01,Compound 0-10-20,382.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11477,2019-11-01,Compound 0-7-30,386.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11478,2019-11-01,Compound 7-6-17,469.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11479,2019-11-01,Compound 10-10-20,409.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11480,2019-11-01,Compound 14-7-14,387.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11481,2019-11-01,Compound 18-6-12,377.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11482,2019-11-01,Compound 24-2.5-10,387.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11483,2019-11-01,Compound 27-2.5-5,379.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11485,2019-11-01,Compound 8-5-18,465.6797223599405,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11486,2019-11-01,Compound 20-4-10,364.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11487,2019-11-01,Sulphate of Ammonia (21%),465.6797223599405,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11489,2019-11-01,Compound 10-5-25,386.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11490,2019-11-01,Compound 13-6-20,397.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11491,2019-11-01,Compound 15-3-20,375.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11493,2019-11-01,Compound 24-2.2-4.5,343.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11494,2019-11-01,Compound 19-0-15,350.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11495,2019-11-01,Compound 25-4-0,357.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12,0.02680625
11496,2019-12-01,Calcium Ammonium Nitrate (27.5% N),268.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11497,2019-12-01,Urea (46% N),363.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11499,2019-12-01,Muriate of Potash (50% K),384.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11500,2019-12-01,Compound 0-10-20,381.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11501,2019-12-01,Compound 0-7-30,383.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11502,2019-12-01,Compound 7-6-17,464.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11503,2019-12-01,Compound 10-10-20,405.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11504,2019-12-01,Compound 14-7-14,379.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11505,2019-12-01,Compound 18-6-12,372.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11506,2019-12-01,Compound 24-2.5-10,382.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11507,2019-12-01,Compound 27-2.5-5,373.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11509,2019-12-01,Compound 8-5-18,465.6797223599405,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11510,2019-12-01,Compound 20-4-10,360.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11511,2019-12-01,Sulphate of Ammonia (21%),465.6797223599405,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11513,2019-12-01,Compound 10-5-25,389.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11514,2019-12-01,Compound 13-6-20,397.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11515,2019-12-01,Compound 15-3-20,375.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11517,2019-12-01,Compound 24-2.2-4.5,339.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11518,2019-12-01,Compound 19-0-15,343.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11519,2019-12-01,Compound 25-4-0,350.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01,0.077290983
11520,2020-01-01,Calcium Ammonium Nitrate (27.5% N),259.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11521,2020-01-01,Urea (46% N),355.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11523,2020-01-01,Muriate of Potash (50% K),373.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11524,2020-01-01,Compound 0-10-20,374.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11525,2020-01-01,Compound 0-7-30,377.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11526,2020-01-01,Compound 7-6-17,460.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11527,2020-01-01,Compound 10-10-20,390.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11528,2020-01-01,Compound 14-7-14,371.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11529,2020-01-01,Compound 18-6-12,363.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11530,2020-01-01,Compound 24-2.5-10,372.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11531,2020-01-01,Compound 27-2.5-5,363.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11533,2020-01-01,Compound 8-5-18,465.6797223599405,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11534,2020-01-01,Compound 20-4-10,356.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11535,2020-01-01,Sulphate of Ammonia (21%),465.6797223599405,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11537,2020-01-01,Compound 10-5-25,368.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11538,2020-01-01,Compound 13-6-20,364.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11539,2020-01-01,Compound 15-3-20,364.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11541,2020-01-01,Compound 24-2.2-4.5,330.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11542,2020-01-01,Compound 19-0-15,340.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11543,2020-01-01,Compound 25-4-0,343.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7,0.121746968
11544,2020-02-01,Calcium Ammonium Nitrate (27.5% N),250.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11545,2020-02-01,Urea (46% N),345.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11547,2020-02-01,Muriate of Potash (50% K),368.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11548,2020-02-01,Compound 0-10-20,372.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11549,2020-02-01,Compound 0-7-30,374.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11550,2020-02-01,Compound 7-6-17,454.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11551,2020-02-01,Compound 10-10-20,380.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11552,2020-02-01,Compound 14-7-14,368.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11553,2020-02-01,Compound 18-6-12,352.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11554,2020-02-01,Compound 24-2.5-10,361.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11555,2020-02-01,Compound 27-2.5-5,352.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11557,2020-02-01,Compound 8-5-18,465.6797223599405,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11558,2020-02-01,Compound 20-4-10,350.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11559,2020-02-01,Sulphate of Ammonia (21%),465.6797223599405,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11561,2020-02-01,Compound 10-5-25,362.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11562,2020-02-01,Compound 13-6-20,360.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11563,2020-02-01,Compound 15-3-20,364.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11565,2020-02-01,Compound 24-2.2-4.5,313.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11566,2020-02-01,Compound 19-0-15,331.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11567,2020-02-01,Compound 25-4-0,331.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61,0.027506845
11568,2020-03-01,Calcium Ammonium Nitrate (27.5% N),249.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11569,2020-03-01,Urea (46% N),343.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11571,2020-03-01,Muriate of Potash (50% K),366.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11572,2020-03-01,Compound 0-10-20,371.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11573,2020-03-01,Compound 0-7-30,373.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11574,2020-03-01,Compound 7-6-17,454.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11575,2020-03-01,Compound 10-10-20,379.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11576,2020-03-01,Compound 14-7-14,366.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11577,2020-03-01,Compound 18-6-12,350.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11578,2020-03-01,Compound 24-2.5-10,360.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11579,2020-03-01,Compound 27-2.5-5,350.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11581,2020-03-01,Compound 8-5-18,465.6797223599405,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11582,2020-03-01,Compound 20-4-10,349.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11583,2020-03-01,Sulphate of Ammonia (21%),465.6797223599405,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11585,2020-03-01,Compound 10-5-25,360.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11586,2020-03-01,Compound 13-6-20,357.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11587,2020-03-01,Compound 15-3-20,362.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11589,2020-03-01,Compound 24-2.2-4.5,313.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11590,2020-03-01,Compound 19-0-15,329.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11591,2020-03-01,Compound 25-4-0,331.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53,-0.097977759
11592,2020-04-01,Calcium Ammonium Nitrate (27.5% N),249.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11593,2020-04-01,Urea (46% N),343.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11595,2020-04-01,Muriate of Potash (50% K),366.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11596,2020-04-01,Compound 0-10-20,372.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11597,2020-04-01,Compound 0-7-30,375.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11598,2020-04-01,Compound 7-6-17,458.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11599,2020-04-01,Compound 10-10-20,379.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11600,2020-04-01,Compound 14-7-14,366.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11601,2020-04-01,Compound 18-6-12,350.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11602,2020-04-01,Compound 24-2.5-10,359.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11603,2020-04-01,Compound 27-2.5-5,349.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11605,2020-04-01,Compound 8-5-18,465.6797223599405,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11606,2020-04-01,Compound 20-4-10,347.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11607,2020-04-01,Sulphate of Ammonia (21%),465.6797223599405,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11609,2020-04-01,Compound 10-5-25,360.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11610,2020-04-01,Compound 13-6-20,356.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11611,2020-04-01,Compound 15-3-20,361.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11613,2020-04-01,Compound 24-2.2-4.5,313.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11614,2020-04-01,Compound 19-0-15,329.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11615,2020-04-01,Compound 25-4-0,330.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48,-0.342537098
11616,2020-05-01,Calcium Ammonium Nitrate (27.5% N),244.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11617,2020-05-01,Urea (46% N),338.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11619,2020-05-01,Muriate of Potash (50% K),366.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11620,2020-05-01,Compound 0-10-20,373.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11621,2020-05-01,Compound 0-7-30,375.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11622,2020-05-01,Compound 7-6-17,457.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11623,2020-05-01,Compound 10-10-20,376.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11624,2020-05-01,Compound 14-7-14,366.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11625,2020-05-01,Compound 18-6-12,348.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11626,2020-05-01,Compound 24-2.5-10,354.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11627,2020-05-01,Compound 27-2.5-5,344.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11629,2020-05-01,Compound 8-5-18,465.6797223599405,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11630,2020-05-01,Compound 20-4-10,343.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11631,2020-05-01,Sulphate of Ammonia (21%),465.6797223599405,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11633,2020-05-01,Compound 10-5-25,360.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11634,2020-05-01,Compound 13-6-20,358.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11635,2020-05-01,Compound 15-3-20,357.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11637,2020-05-01,Compound 24-2.2-4.5,320.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11638,2020-05-01,Compound 19-0-15,328.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11639,2020-05-01,Compound 25-4-0,329.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15,-0.477482623
11640,2020-06-01,Calcium Ammonium Nitrate (27.5% N),239.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11641,2020-06-01,Urea (46% N),335.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11643,2020-06-01,Muriate of Potash (50% K),364.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11644,2020-06-01,Compound 0-10-20,372.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11645,2020-06-01,Compound 0-7-30,373.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11646,2020-06-01,Compound 7-6-17,452.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11647,2020-06-01,Compound 10-10-20,372.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11648,2020-06-01,Compound 14-7-14,364.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11649,2020-06-01,Compound 18-6-12,343.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11650,2020-06-01,Compound 24-2.5-10,349.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11651,2020-06-01,Compound 27-2.5-5,340.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11653,2020-06-01,Compound 8-5-18,465.6797223599405,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11654,2020-06-01,Compound 20-4-10,341.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11655,2020-06-01,Sulphate of Ammonia (21%),465.6797223599405,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11657,2020-06-01,Compound 10-5-25,357.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11658,2020-06-01,Compound 13-6-20,356.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11659,2020-06-01,Compound 15-3-20,356.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11661,2020-06-01,Compound 24-2.2-4.5,314.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11662,2020-06-01,Compound 19-0-15,325.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11663,2020-06-01,Compound 25-4-0,321.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93,-0.380389483
11664,2020-07-01,Calcium Ammonium Nitrate (27.5% N),236.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11665,2020-07-01,Urea (46% N),332.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11667,2020-07-01,Muriate of Potash (50% K),362.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11668,2020-07-01,Compound 0-10-20,370.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11669,2020-07-01,Compound 0-7-30,373.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11670,2020-07-01,Compound 7-6-17,450.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11671,2020-07-01,Compound 10-10-20,369.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11672,2020-07-01,Compound 14-7-14,361.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11673,2020-07-01,Compound 18-6-12,340.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11674,2020-07-01,Compound 24-2.5-10,345.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11675,2020-07-01,Compound 27-2.5-5,336.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11677,2020-07-01,Compound 8-5-18,465.6797223599405,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11678,2020-07-01,Compound 20-4-10,340.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11679,2020-07-01,Sulphate of Ammonia (21%),465.6797223599405,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11681,2020-07-01,Compound 10-5-25,356.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11682,2020-07-01,Compound 13-6-20,356.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11683,2020-07-01,Compound 15-3-20,356.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11685,2020-07-01,Compound 24-2.2-4.5,299.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11686,2020-07-01,Compound 19-0-15,321.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11687,2020-07-01,Compound 25-4-0,319.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42,-0.342325177
11688,2020-08-01,Calcium Ammonium Nitrate (27.5% N),234.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11689,2020-08-01,Urea (46% N),331.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11691,2020-08-01,Muriate of Potash (50% K),362.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11692,2020-08-01,Compound 0-10-20,367.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11693,2020-08-01,Compound 0-7-30,370.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11694,2020-08-01,Compound 7-6-17,449.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11695,2020-08-01,Compound 10-10-20,367.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11696,2020-08-01,Compound 14-7-14,359.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11697,2020-08-01,Compound 18-6-12,338.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11698,2020-08-01,Compound 24-2.5-10,343.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11699,2020-08-01,Compound 27-2.5-5,334.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11701,2020-08-01,Compound 8-5-18,465.6797223599405,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11702,2020-08-01,Compound 20-4-10,340.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11703,2020-08-01,Sulphate of Ammonia (21%),465.6797223599405,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11705,2020-08-01,Compound 10-5-25,355.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11706,2020-08-01,Compound 13-6-20,356.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11707,2020-08-01,Compound 15-3-20,356.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11709,2020-08-01,Compound 24-2.2-4.5,299.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
11710,2020-08-01,Compound 19-0-15,319.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21,-0.333312035
